aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,aladin_가격
  60    ,키다리 아저씨 2 : 그 후 이야기 (한글판 + 영문판),"진 웹스터 (지은이), 서현정 (옮긴이) ", 더클래식 ,2015-11-01,0.0,외국어,외국어,1500
  61    ,동물 농장,"조지 오웰 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-04-01,4.0,외국어,외국어,990
  62    ,100% 네이티브 영국 영어,"브릿센트, 심상보 (지은이) ", 넥서스 ,2022-07-01,5.0,외국어,외국어,11800
  63    ,JLPT(일본어능력시험) 한권으로 끝내기 N4,"이치우, 이한나 (지은이) ", 다락원 ,2021-11-01,5.0,외국어,외국어,20500
  64    ,JLPT 한권으로 끝내기 보카,김성곤 (지은이) , 다락원 ,2018-08-01,5.0,외국어,외국어,12250
  65    ,EEA : English for Everyday Activities 한글판,Lawrence J. Zwier (지은이) , Compass Publishing ,2020-12-01,3.0,외국어,외국어,12000
  66    ,해커스 토익 실전 1000제 1 LC Listening 해설집 (리스닝),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,0.0,외국어,외국어,12720
  67    ,영어 발음 향상 훈련,"케빈 강, 해나 변 (지은이) ", 사람in ,2022-12-01,5.0,외국어,외국어,11900
  68    ,해석이 쉬워지는 해커스 구문독해 100,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2022-10-01,5.0,외국어,외국어,15300
  69    ,영어 어휘 지식 백과 : 생활 교양 편,이지연 (지은이) , 사람in ,2023-01-01,5.0,외국어,외국어,16800
  70    ,"모바일 영어단어장 1 : 영어단어 한글영어 3000, 한글파닉스로 초등영어단어, 중등영어단어 암기",정용재 (지은이) , 한글영어 ,2018-01-01,0.0,외국어,외국어,1800
  71    ,나혼자 끝내는 독학 일본어 첫걸음(최신 증보판),넥서스콘텐츠개발팀 (지은이) , 넥서스Japanese ,2022-12-01,0.0,외국어,외국어,10500
  72    ,YBM 실전토익 LC 1000,YBM 편집국 (지은이) , 와이비엠 ,2017-01-01,5.0,외국어,외국어,10500
  73    ,토익 800 플러스 필수 보카,넥서스 토익연구소 (지은이) , 넥서스 ,2022-05-01,0.0,외국어,외국어,4900
  74    ,해커스톡 영어회화 10분의 기적 : 케바케 골라 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2020-05-01,0.0,외국어,외국어,9680
  75    ,비즈니스 영어 회화 & 이메일 표현 사전,이지윤 (지은이) , 길벗이지톡 ,2023-02-01,5.0,외국어,외국어,20000
  76    ,박상효의 영문법 콘서트 (개정판),박상효 (지은이) , 성안당 ,2018-12-01,5.0,외국어,외국어,12000
  77    ,해커스 중국어 HSK 4급 한 권으로 합격 기본서 + 실전 모의고사 + 핵심어휘집,해커스 HSK 연구소 (지은이) , (주)해커스 ,2022-12-01,5.0,외국어,외국어,20000
  78    ,영국 전래 동화 : 44편 (세계 문학 BEST 영어 원서 88),조지프 제이콥스 (지은이) , Bookmakers                               ,2017-04-01,0.0,외국어,외국어,1000
  79    ,매일쓰는 미국 영어 회화 100(원어민 100인 선정),룩룩잉글리쉬 (지은이) , 넥서스 ,2020-05-01,5.0,외국어,외국어,8700
  80    ,EEA : English for Everyday Activities 서바이벌편,"Karl Nordvall, Mary Chadwick (지은이) ", Compass Publishing ,2022-01-01,5.0,외국어,외국어,14000
  81    ,에듀윌 토익 베이직 READING RC,에듀윌 어학연구소 (지은이) , 에듀윌 ,2022-10-01,5.0,외국어,외국어,11340
  82    ,에듀윌 토익 기출 Voca,에듀윌 어학연구소 (지은이) , 에듀윌 ,2022-10-01,5.0,외국어,외국어,9720
  83    ,일본어 문법 무작정 따라하기,후지이 아사리 (지은이) , 길벗이지톡 ,2023-02-01,0.0,외국어,외국어,20800
  84    ,정재현 지텔프 보카 Level 2,정재현어학연구소 (지은이) , 넥서스 ,2023-02-01,0.0,외국어,외국어,9100
